0.000040  	 0.999967 	  0.000033 	  0.000000 	  0.000000 	 
0.000160  	 0.999551 	  0.000449 	  0.000001 	  0.000000 	 
0.000360  	 0.998199 	  0.001788 	  0.000013 	  0.000000 	 
0.000640  	 0.995723 	  0.004197 	  0.000079 	  0.000001 	 
0.001000  	 0.992202 	  0.007542 	  0.000245 	  0.000011 	 
0.001440  	 0.987495 	  0.011950 	  0.000513 	  0.000043 	 
0.001960  	 0.981144 	  0.017888 	  0.000864 	  0.000105 	 
0.002560  	 0.972656 	  0.025818 	  0.001337 	  0.000189 	 
0.003240  	 0.961666 	  0.036016 	  0.002028 	  0.000290 	 
0.004000  	 0.947763 	  0.048786 	  0.003024 	  0.000427 	 
0.004840  	 0.930333 	  0.064648 	  0.004391 	  0.000628 	 
0.005760  	 0.908657 	  0.084197 	  0.006234 	  0.000912 	 
0.006760  	 0.882079 	  0.107894 	  0.008741 	  0.001286 	 
0.007840  	 0.849934 	  0.136135 	  0.012156 	  0.001775 	 
0.009000  	 0.811416 	  0.169416 	  0.016736 	  0.002432 	 
0.010240  	 0.765676 	  0.208212 	  0.022799 	  0.003313 	 
0.011560  	 0.712045 	  0.252694 	  0.030797 	  0.004463 	 
0.012960  	 0.650104 	  0.302658 	  0.041302 	  0.005936 	 
0.014440  	 0.579703 	  0.357557 	  0.054918 	  0.007822 	 
0.016000  	 0.501248 	  0.416263 	  0.072269 	  0.010220 	 
0.017640  	 0.416149 	  0.476643 	  0.094017 	  0.013190 	 
0.019360  	 0.327125 	  0.535390 	  0.120726 	  0.016759 	 
0.021160  	 0.238323 	  0.588176 	  0.152568 	  0.020932 	 
0.023040  	 0.155330 	  0.629926 	  0.189092 	  0.025652 	 
0.025000  	 0.084734 	  0.655379 	  0.229160 	  0.030727 	 
0.027040  	 0.032968 	  0.660247 	  0.270933 	  0.035852 	 
0.029160  	 0.004757 	  0.642601 	  0.311949 	  0.040693 	 
0.031360  	 0.001831 	  0.603648 	  0.349573 	  0.044948 	 
0.033640  	 0.022453 	  0.547486 	  0.381701 	  0.048360 	 
0.036000  	 0.061974 	  0.480063 	  0.407184 	  0.050779 	 
0.038440  	 0.114193 	  0.407804 	  0.425786 	  0.052217 	 
0.040960  	 0.172843 	  0.336351 	  0.438002 	  0.052804 	 
0.043560  	 0.232634 	  0.269806 	  0.444857 	  0.052703 	 
0.046240  	 0.289699 	  0.210620 	  0.447609 	  0.052072 	 
0.049000  	 0.341602 	  0.159893 	  0.447432 	  0.051073 	 
0.051840  	 0.387101 	  0.117762 	  0.445286 	  0.049852 	 
0.054760  	 0.425795 	  0.083742 	  0.441951 	  0.048512 	 
0.057760  	 0.457819 	  0.057013 	  0.438050 	  0.047119 	 
0.060840  	 0.483619 	  0.036639 	  0.434022 	  0.045720 	 
0.064000  	 0.503808 	  0.021689 	  0.430146 	  0.044358 	 
0.067240  	 0.519047 	  0.011285 	  0.426612 	  0.043056 	 
0.070560  	 0.529980 	  0.004642 	  0.423559 	  0.041820 	 
0.073960  	 0.537202 	  0.001075 	  0.421070 	  0.040653 	 
0.077440  	 0.541261 	  0.000000 	  0.419176 	  0.039562 	 
0.081000  	 0.542644 	  0.000922 	  0.417886 	  0.038549 	 
0.084640  	 0.541767 	  0.003424 	  0.417202 	  0.037606 	 
0.088360  	 0.538990 	  0.007162 	  0.417120 	  0.036729 	 
0.092160  	 0.534624 	  0.011845 	  0.417615 	  0.035915 	 
0.096040  	 0.528942 	  0.017235 	  0.418660 	  0.035163 	 
0.100000  	 0.522170 	  0.023134 	  0.420230 	  0.034467 	 
0.104040  	 0.514499 	  0.029380 	  0.422302 	  0.033820 	 
0.108160  	 0.506096 	  0.035838 	  0.424846 	  0.033220 	 
0.112360  	 0.497105 	  0.042399 	  0.427831 	  0.032665 	 
0.116640  	 0.487648 	  0.048973 	  0.431229 	  0.032150 	 
0.121000  	 0.477826 	  0.055487 	  0.435015 	  0.031672 	 
0.125440  	 0.467727 	  0.061884 	  0.439161 	  0.031228 	 
0.129960  	 0.457431 	  0.068116 	  0.443637 	  0.030816 	 
