0.000040  	 0.901693 	  0.090747 	  0.007404 	  0.000156 	 
0.000160  	 0.895031 	  0.043000 	  0.037857 	  0.024112 	 
0.000360  	 0.937489 	  0.028922 	  0.019650 	  0.013939 	 
0.000640  	 0.953019 	  0.025260 	  0.011931 	  0.009789 	 
0.001000  	 0.957460 	  0.026181 	  0.008999 	  0.007361 	 
0.001440  	 0.956009 	  0.030074 	  0.008061 	  0.005855 	 
0.001960  	 0.950258 	  0.036618 	  0.008121 	  0.005003 	 
0.002560  	 0.940604 	  0.045903 	  0.008846 	  0.004646 	 
0.003240  	 0.926998 	  0.058130 	  0.010203 	  0.004670 	 
0.004000  	 0.909186 	  0.073498 	  0.012325 	  0.004990 	 
0.004840  	 0.886773 	  0.092190 	  0.015473 	  0.005564 	 
0.005760  	 0.859200 	  0.114395 	  0.020014 	  0.006391 	 
0.006760  	 0.825713 	  0.140313 	  0.026444 	  0.007530 	 
0.007840  	 0.785367 	  0.170101 	  0.035442 	  0.009091 	 
0.009000  	 0.737062 	  0.203745 	  0.047968 	  0.011226 	 
0.010240  	 0.679612 	  0.240882 	  0.065392 	  0.014114 	 
0.011560  	 0.611846 	  0.280576 	  0.089620 	  0.017958 	 
0.012960  	 0.532845 	  0.321031 	  0.123141 	  0.022984 	 
0.014440  	 0.442465 	  0.359220 	  0.168893 	  0.029422 	 
0.016000  	 0.342394 	  0.390458 	  0.229709 	  0.037439 	 
0.017640  	 0.237704 	  0.408271 	  0.307061 	  0.046964 	 
0.019360  	 0.138219 	  0.405358 	  0.398997 	  0.057426 	 
0.021160  	 0.057865 	  0.376429 	  0.498126 	  0.067580 	 
0.023040  	 0.010180 	  0.322234 	  0.591863 	  0.075723 	 
0.025000  	 0.001366 	  0.251491 	  0.666731 	  0.080412 	 
0.027040  	 0.026532 	  0.177685 	  0.714580 	  0.081203 	 
0.029160  	 0.072938 	  0.112797 	  0.735529 	  0.078736 	 
0.031360  	 0.126865 	  0.063206 	  0.735742 	  0.074187 	 
0.033640  	 0.178364 	  0.029812 	  0.723150 	  0.068674 	 
0.036000  	 0.222191 	  0.010349 	  0.704484 	  0.062976 	 
0.038440  	 0.256608 	  0.001531 	  0.684324 	  0.057537 	 
0.040960  	 0.281860 	  0.000240 	  0.665332 	  0.052568 	 
0.043560  	 0.299066 	  0.003947 	  0.648848 	  0.048140 	 
0.046240  	 0.309580 	  0.010763 	  0.635410 	  0.044246 	 
0.049000  	 0.314698 	  0.019336 	  0.625124 	  0.040842 	 
0.051840  	 0.315536 	  0.028728 	  0.617872 	  0.037864 	 
0.054760  	 0.313022 	  0.038300 	  0.613429 	  0.035249 	 
0.057760  	 0.307915 	  0.047623 	  0.611521 	  0.032941 	 
0.060840  	 0.300828 	  0.056415 	  0.611861 	  0.030896 	 
0.064000  	 0.292263 	  0.064499 	  0.614162 	  0.029075 	 
0.067240  	 0.282623 	  0.071773 	  0.618154 	  0.027451 	 
0.070560  	 0.272235 	  0.078189 	  0.623582 	  0.025994 	 
0.073960  	 0.261366 	  0.083741 	  0.630208 	  0.024684 	 
0.077440  	 0.250242 	  0.088454 	  0.637803 	  0.023501 	 
0.081000  	 0.239049 	  0.092371 	  0.646148 	  0.022432 	 
0.084640  	 0.227950 	  0.095550 	  0.655034 	  0.021466 	 
0.088360  	 0.217079 	  0.098065 	  0.664261 	  0.020596 	 
0.092160  	 0.206550 	  0.099997 	  0.673637 	  0.019816 	 
0.096040  	 0.196457 	  0.101434 	  0.682987 	  0.019123 	 
0.100000  	 0.186876 	  0.102467 	  0.692144 	  0.018513 	 
0.104040  	 0.177869 	  0.103187 	  0.700960 	  0.017983 	 
0.108160  	 0.169483 	  0.103684 	  0.709300 	  0.017534 	 
0.112360  	 0.161750 	  0.104040 	  0.717044 	  0.017166 	 
0.116640  	 0.154690 	  0.104338 	  0.724094 	  0.016879 	 
0.121000  	 0.148309 	  0.104649 	  0.730368 	  0.016674 	 
0.125440  	 0.142604 	  0.105039 	  0.735803 	  0.016554 	 
0.129960  	 0.137560 	  0.105564 	  0.740357 	  0.016519 	 
0.134560  	 0.133153 	  0.106271 	  0.744005 	  0.016571 	 
0.139240  	 0.129355 	  0.107196 	  0.746739 	  0.016711 	 
0.144000  	 0.126128 	  0.108366 	  0.748565 	  0.016942 	 
0.148840  	 0.123432 	  0.109800 	  0.749502 	  0.017266 	 
0.153760  	 0.121224 	  0.111509 	  0.749583 	  0.017684 	 
0.158760  	 0.119457 	  0.113498 	  0.748847 	  0.018198 	 
0.163840  	 0.118085 	  0.115761 	  0.747343 	  0.018811 	 
0.169000  	 0.117062 	  0.118291 	  0.745124 	  0.019523 	 
0.174240  	 0.116344 	  0.121073 	  0.742245 	  0.020337 	 
0.179560  	 0.115886 	  0.124091 	  0.738766 	  0.021256 	 
0.184960  	 0.115648 	  0.127326 	  0.734744 	  0.022282 	 
0.190440  	 0.115592 	  0.130755 	  0.730237 	  0.023416 	 
0.196000  	 0.115681 	  0.134357 	  0.725300 	  0.024663 	 
0.201640  	 0.115883 	  0.138107 	  0.719987 	  0.026023 	 
0.207360  	 0.116169 	  0.141982 	  0.714348 	  0.027501 	 
0.213160  	 0.116513 	  0.145959 	  0.708430 	  0.029098 	 
0.219040  	 0.116890 	  0.150015 	  0.702275 	  0.030820 	 
0.225000  	 0.117280 	  0.154128 	  0.695923 	  0.032668 	 
0.231040  	 0.117665 	  0.158279 	  0.689409 	  0.034647 	 
0.237160  	 0.118030 	  0.162447 	  0.682764 	  0.036759 	 
0.243360  	 0.118360 	  0.166614 	  0.676018 	  0.039009 	 
0.249640  	 0.118644 	  0.170763 	  0.669193 	  0.041400 	 
0.256000  	 0.118873 	  0.174878 	  0.662313 	  0.043936 	 
0.262440  	 0.119039 	  0.178945 	  0.655395 	  0.046621 	 
0.268960  	 0.119135 	  0.182951 	  0.648456 	  0.049458 	 
0.275560  	 0.119156 	  0.186883 	  0.641510 	  0.052451 	 
0.282240  	 0.119098 	  0.190731 	  0.634567 	  0.055604 	 
0.289000  	 0.118958 	  0.194486 	  0.627637 	  0.058919 	 
0.295840  	 0.118735 	  0.198137 	  0.620729 	  0.062400 	 
0.302760  	 0.118426 	  0.201677 	  0.613848 	  0.066049 	 
