
0.000004	-1.349308e-03	3.258510e-07	4.233248e-10	2.859840e+00
0.000016	-2.703948e-03	2.618452e-06	3.433168e-09	2.871155e+00
0.000036	-4.069877e-03	9.135534e-06	-6.192942e-08	2.890973e+00
0.000064	-5.455202e-03	2.320876e-05	-5.171572e-07	2.921736e+00
0.000100	-6.870898e-03	4.934276e-05	-1.712480e-06	2.966657e+00
0.000144	-8.328032e-03	9.109027e-05	-3.024005e-06	3.027250e+00
0.000196	-9.832149e-03	1.476787e-04	-1.965206e-06	3.100992e+00
0.000256	-1.137981e-02	2.130609e-04	4.903869e-06	3.181621e+00
0.000324	-1.296190e-02	2.798451e-04	1.905642e-05	3.262567e+00
0.000400	-1.457187e-02	3.454909e-04	3.761803e-05	3.340921e+00
0.000484	-1.621149e-02	4.146072e-04	5.474182e-05	3.418366e+00
0.000576	-1.788783e-02	4.940863e-04	6.666463e-05	3.498239e+00
0.000676	-1.960430e-02	5.852466e-04	7.590214e-05	3.581563e+00
0.000784	-2.135516e-02	6.812515e-04	8.963978e-05	3.665775e+00
0.000900	-2.312996e-02	7.734013e-04	1.127350e-04	3.747275e+00
0.001024	-2.492393e-02	8.603830e-04	1.419666e-04	3.825106e+00
0.001156	-2.674314e-02	9.504175e-04	1.681493e-04	3.901859e+00
0.001296	-2.859794e-02	1.052953e-03	1.851698e-04	3.980886e+00
0.001444	-3.049096e-02	1.167921e-03	1.971104e-04	4.062736e+00
0.001600	-3.241242e-02	1.284295e-03	2.153091e-04	4.144456e+00
0.001764	-3.434885e-02	1.390657e-03	2.471031e-04	4.222581e+00
0.001936	-3.629680e-02	1.487385e-03	2.874160e-04	4.296742e+00
0.002116	-3.826685e-02	1.587132e-03	3.227317e-04	4.370064e+00
0.002304	-4.027254e-02	1.701863e-03	3.446548e-04	4.445910e+00
0.002500	-4.231514e-02	1.829390e-03	3.594564e-04	4.524368e+00
0.002704	-4.438044e-02	1.954117e-03	3.828420e-04	4.602059e+00
0.002916	-4.645224e-02	2.062485e-03	4.240605e-04	4.675585e+00
0.003136	-4.852910e-02	2.157524e-03	4.754269e-04	4.745088e+00
0.003364	-5.062638e-02	2.256584e-03	5.190425e-04	4.814117e+00
0.003600	-5.276025e-02	2.373378e-03	5.450312e-04	4.885955e+00
0.003844	-5.492973e-02	2.502588e-03	5.627021e-04	4.960209e+00
0.004096	-5.711595e-02	2.623923e-03	5.920988e-04	5.033134e+00
0.004356	-5.930060e-02	2.722622e-03	6.434466e-04	5.101481e+00
0.004624	-6.148511e-02	2.805404e-03	7.055647e-04	5.165905e+00
0.004900	-6.368973e-02	2.894351e-03	7.562807e-04	5.230293e+00
0.005184	-6.593256e-02	3.003893e-03	7.852671e-04	5.297754e+00
0.005476	-6.820950e-02	3.124584e-03	8.057602e-04	5.367397e+00
0.005776	-7.049687e-02	3.231536e-03	8.419479e-04	5.435189e+00
0.006084	-7.277507e-02	3.309909e-03	9.039360e-04	5.498118e+00
0.006400	-7.504919e-02	3.371081e-03	9.761901e-04	5.557351e+00
0.006724	-7.734444e-02	3.441651e-03	1.032557e-03	5.617030e+00
0.007056	-7.967995e-02	3.535584e-03	1.063412e-03	5.680001e+00
0.007396	-8.204769e-02	3.638410e-03	1.086727e-03	5.744875e+00
0.007744	-8.441923e-02	3.720992e-03	1.130438e-03	5.807419e+00
0.008100	-8.677451e-02	3.769650e-03	1.203337e-03	5.864932e+00
0.008464	-8.912310e-02	3.801248e-03	1.284793e-03	5.919082e+00
0.008836	-9.149501e-02	3.846436e-03	1.345180e-03	5.974172e+00
0.009216	-9.390949e-02	3.917440e-03	1.376805e-03	6.032714e+00
0.009604	-9.635381e-02	3.994031e-03	1.403039e-03	6.092845e+00
0.010000	-9.879499e-02	4.043418e-03	1.454953e-03	6.150213e+00
0.010404	-1.012135e-01	4.054388e-03	1.538770e-03	6.202493e+00
0.010816	-1.036240e-01	4.049924e-03	1.628199e-03	6.251822e+00
0.011236	-1.060610e-01	4.064011e-03	1.690865e-03	6.302574e+00
0.011664	-1.085430e-01	4.105825e-03	1.722273e-03	6.356876e+00
0.012100	-1.110519e-01	4.148850e-03	1.751658e-03	6.412423e+00
0.012544	-1.135504e-01	4.157474e-03	1.812394e-03	6.464831e+00
0.012996	-1.160205e-01	4.124264e-03	1.906874e-03	6.512195e+00
0.013456	-1.184827e-01	4.078733e-03	2.002791e-03	6.557072e+00
0.013924	-1.209756e-01	4.057259e-03	2.065959e-03	6.603828e+00
0.014400	-1.235157e-01	4.064659e-03	2.096339e-03	6.654168e+00
0.014884	-1.260789e-01	4.067843e-03	2.129270e-03	6.705390e+00
0.015376	-1.286244e-01	4.029422e-03	2.199388e-03	6.753158e+00
0.015876	-1.311368e-01	3.947023e-03	2.304030e-03	6.796010e+00
0.016384	-1.336426e-01	3.856844e-03	2.404757e-03	6.836874e+00
0.016900	-1.361839e-01	3.796512e-03	2.466710e-03	6.880031e+00
0.017424	-1.387743e-01	3.765243e-03	2.495499e-03	6.926742e+00
0.017956	-1.413834e-01	3.723341e-03	2.532552e-03	6.973965e+00
0.018496	-1.439675e-01	3.632867e-03	2.612554e-03	7.017481e+00
0.019044	-1.465145e-01	3.497698e-03	2.726639e-03	7.056283e+00
0.019600	-1.490577e-01	3.360604e-03	2.830381e-03	7.093608e+00
0.020164	-1.516417e-01	3.259156e-03	2.889553e-03	7.133587e+00
0.020736	-1.542763e-01	3.185829e-03	2.916497e-03	7.177036e+00
0.021316	-1.569245e-01	3.094565e-03	2.958457e-03	7.220627e+00
