
0.000004	-5.231305e-01	-5.238804e-02	-1.637854e-03	4.050047e+05
0.000016	-9.763051e-01	-2.763910e-01	-3.737820e-02	3.599809e+05
0.000036	-1.144363e+00	-5.798050e-01	-1.675171e-01	3.260921e+05
0.000064	-5.464280e-01	-7.839335e-01	-3.758893e-01	2.394917e+05
0.000100	-4.064222e-01	-5.766809e-01	-5.615060e-01	1.549266e+05
0.000144	-5.685484e-01	-2.325926e-01	-5.417872e-01	7.761673e+04
0.000196	-5.172653e-01	-2.773590e-01	-2.517377e-01	2.499439e+04
0.000256	-1.354423e-01	-3.778233e-01	-1.345989e-01	1.267753e+04
0.000324	1.394203e-02	-3.081282e-01	-1.957053e-01	9.021274e+03
0.000400	2.632222e-03	-1.194088e-01	-2.289436e-01	4.714089e+03
0.000484	8.096956e-03	-3.111729e-02	-1.597322e-01	1.680622e+03
0.000576	3.040757e-02	-1.741107e-02	-7.139059e-02	2.975078e+02
0.000676	3.581426e-02	-1.046995e-02	-3.398055e-02	6.861431e+01
0.000784	3.483506e-02	-5.224680e-03	-2.406149e-02	3.357257e+01
0.000900	3.900992e-02	-5.353965e-03	-1.890010e-02	2.368658e+01
0.001024	4.294204e-02	-3.760788e-03	-1.623105e-02	1.964990e+01
0.001156	4.362152e-02	8.716514e-04	-1.397486e-02	1.565540e+01
0.001296	4.401655e-02	4.059920e-03	-9.546504e-03	1.183585e+01
0.001444	4.546995e-02	4.463863e-03	-4.701861e-03	9.731132e+00
0.001600	4.677864e-02	4.165989e-03	-2.291783e-03	8.894530e+00
0.001764	4.698386e-02	4.920593e-03	-2.501395e-03	8.227198e+00
0.001936	4.691935e-02	6.204743e-03	-2.999492e-03	7.660198e+00
0.002116	4.750919e-02	6.953436e-03	-2.165708e-03	7.197531e+00
0.002304	4.785373e-02	7.736703e-03	-9.628989e-04	6.742518e+00
0.002500	4.737001e-02	8.931557e-03	-2.916156e-04	6.237888e+00
0.002704	4.710729e-02	9.556029e-03	4.215663e-04	5.791241e+00
0.002916	4.715598e-02	9.741243e-03	9.852558e-04	5.411724e+00
0.003136	4.655942e-02	1.059693e-02	7.665812e-04	5.020986e+00
0.003364	4.569897e-02	1.173066e-02	6.345153e-04	4.672720e+00
0.003600	4.519595e-02	1.240295e-02	1.287826e-03	4.382613e+00
0.003844	4.441334e-02	1.314350e-02	1.910397e-03	4.098979e+00
0.004096	4.319015e-02	1.409000e-02	2.172334e-03	3.809441e+00
0.004356	4.216144e-02	1.467274e-02	2.547371e-03	3.540856e+00
0.004624	4.109964e-02	1.521129e-02	2.786340e-03	3.289899e+00
0.004900	3.960241e-02	1.614332e-02	2.691639e-03	3.058896e+00
0.005184	3.812469e-02	1.698068e-02	2.881692e-03	2.859500e+00
0.005476	3.675556e-02	1.758583e-02	3.405771e-03	2.680391e+00
0.005776	3.501292e-02	1.841214e-02	3.690398e-03	2.513278e+00
0.006084	3.308154e-02	1.928395e-02	3.849960e-03	2.358336e+00
0.006400	3.135944e-02	1.985796e-02	4.205908e-03	2.213252e+00
