4.000000   	    1.191183
8.000000   	    1.183458
12.000000   	    1.171000
16.000000   	    1.154420
20.000000   	    1.134529
24.000000   	    1.112309
28.000000   	    1.088863
32.000000   	    1.065371
36.000000   	    1.043036
40.000000   	    1.023033
44.000000   	    1.006460
48.000000   	    0.994295
52.000000   	    0.987357
56.000000   	    0.986274
60.000000   	    0.991467
64.000000   	    1.003138
68.000000   	    1.021270
72.000000   	    1.045632
76.000000   	    1.075804
80.000000   	    1.111193
84.000000   	    1.151074
88.000000   	    1.194613
92.000000   	    1.240912
96.000000   	    1.289042
100.000000   	    1.338081
104.000000   	    1.387142
108.000000   	    1.435405
112.000000   	    1.482136
116.000000   	    1.526709
120.000000   	    1.568613
124.000000   	    1.607458
128.000000   	    1.642975
132.000000   	    1.675009
136.000000   	    1.703511
140.000000   	    1.728526
144.000000   	    1.750170
148.000000   	    1.768624
152.000000   	    1.784105
156.000000   	    1.796856
160.000000   	    1.807125
164.000000   	    1.815150
168.000000   	    1.821146
172.000000   	    1.825292
176.000000   	    1.827724
180.000000   	    1.828525
