#Experimental
100	0.136	0.01632
110	0.085	0.01105
120	0.073	0.01168
130	0.107	0.01605
140	0.191	0.02674
150	0.242	0.03388
160	0.325	0.039
170	0.397	0.05161
180	0.432	0.05184
