1.9 3.14
2.9 6.96
3.6 10.23   
4.7 14.05
6.6 21.64
9.7 26.4
11.6 28.6
12.9 27.3
14.5 26.6
15.9 24.1
17.5 24.3
19.5 23.0
21.9 21.4
24.5 20.3
27.0 19.24
29.4 18.86
34.4 17.24
39.4 16.65
44.4 15.14
49.3 14.79
