0.000515  	 -0.072547  	 0.007003  	 -0.006911  	 -0.006298  	 280897.144386 	
0.000588  	 -0.074599  	 0.006088  	 -0.006378  	 -0.005704  	 221590.979041 	
0.000662  	 -0.075847  	 0.005077  	 -0.006088  	 -0.005144  	 177737.013348 	
0.000735  	 -0.085472  	 0.004537  	 -0.006550  	 -0.005282  	 180478.339907 	
0.000809  	 -0.087806  	 0.003600  	 -0.006399  	 -0.005112  	 156026.846705 	
0.000882  	 -0.084956  	 0.002645  	 -0.005810  	 -0.004784  	 121956.240593 	
0.000956  	 -0.087569  	 0.002043  	 -0.005546  	 -0.004830  	 109806.869146 	
0.001029  	 -0.096876  	 0.001654  	 -0.005641  	 -0.005235  	 115289.097203 	
0.001103  	 -0.098277  	 0.001151  	 -0.005267  	 -0.005168  	 102930.545974 	
0.001176  	 -0.101237  	 0.000678  	 -0.005037  	 -0.005131  	 95642.653840 	
0.001250  	 -0.103585  	 0.000171  	 -0.004845  	 -0.005016  	 88412.525633 	
0.001323  	 -0.106871  	 -0.000384  	 -0.004761  	 -0.004918  	 83714.782183 	
0.001397  	 -0.110345  	 -0.000982  	 -0.004726  	 -0.004823  	 79920.790846 	
0.001470  	 -0.109940  	 -0.001560  	 -0.004549  	 -0.004582  	 71499.784295 	
0.001544  	 -0.110349  	 -0.002129  	 -0.004410  	 -0.004416  	 65269.278342 	
0.001617  	 -0.116717  	 -0.002808  	 -0.004485  	 -0.004522  	 66456.746097 	
0.001691  	 -0.113786  	 -0.003233  	 -0.004178  	 -0.004303  	 57774.735968 	
0.001764  	 -0.116347  	 -0.003764  	 -0.004054  	 -0.004321  	 55447.832482 	
0.001838  	 -0.118638  	 -0.004263  	 -0.003899  	 -0.004342  	 53112.975371 	
0.001911  	 -0.119168  	 -0.004678  	 -0.003681  	 -0.004299  	 49536.181102 	
0.001985  	 -0.120436  	 -0.005107  	 -0.003491  	 -0.004275  	 46908.879069 	
0.002058  	 -0.121133  	 -0.005513  	 -0.003300  	 -0.004218  	 44121.803272 	
0.002132  	 -0.123234  	 -0.005992  	 -0.003166  	 -0.004192  	 42566.925463 	
0.002205  	 -0.123791  	 -0.006413  	 -0.003013  	 -0.004100  	 40142.998994 	
0.002279  	 -0.123873  	 -0.006821  	 -0.002872  	 -0.003982  	 37656.165521 	
0.002315  	 -0.126767  	 -0.007190  	 -0.002872  	 -0.004012  	 38193.314689 	
0.002499  	 -0.129198  	 -0.008407  	 -0.002629  	 -0.003787  	 34097.903641 	
0.002683  	 -0.128101  	 -0.009362  	 -0.002307  	 -0.003531  	 29151.428662 	
0.002867  	 -0.128268  	 -0.010303  	 -0.001959  	 -0.003396  	 25662.268396 	
0.003050  	 -0.129759  	 -0.011275  	 -0.001596  	 -0.003332  	 23249.646071 	
0.003234  	 -0.128700  	 -0.011997  	 -0.001216  	 -0.003189  	 20403.816243 	
0.003418  	 -0.130166  	 -0.012974  	 -0.000909  	 -0.003072  	 18742.098363 	
0.003602  	 -0.130912  	 -0.013927  	 -0.000641  	 -0.002909  	 17130.991641 	
0.003785  	 -0.129848  	 -0.014700  	 -0.000383  	 -0.002710  	 15317.622329 	
0.003969  	 -0.128525  	 -0.015410  	 -0.000117  	 -0.002540  	 13708.146073 	
0.004337  	 -0.129844  	 -0.017187  	 0.000476  	 -0.002374  	 11821.335561 	
0.004520  	 -0.128708  	 -0.017801  	 0.000788  	 -0.002274  	 10739.988942 	
0.004704  	 -0.128845  	 -0.018588  	 0.001097  	 -0.002183  	 9986.067908 	
0.004888  	 -0.127768  	 -0.019215  	 0.001371  	 -0.002052  	 9142.751885 	
0.005072  	 -0.128229  	 -0.020093  	 0.001643  	 -0.001932  	 8600.133812 	
0.005255  	 -0.127455  	 -0.020790  	 0.001891  	 -0.001791  	 7959.436570 	
0.005439  	 -0.127717  	 -0.021653  	 0.002159  	 -0.001675  	 7506.575248 	
0.005623  	 -0.124821  	 -0.021955  	 0.002386  	 -0.001537  	 6752.857982 	
0.005807  	 -0.124639  	 -0.022697  	 0.002677  	 -0.001451  	 6354.540589 	
0.005990  	 -0.122953  	 -0.023142  	 0.002946  	 -0.001357  	 5849.416288 	
0.007828  	 -0.118554  	 -0.030104  	 0.005923  	 -0.000371  	 3462.346438 	
0.009666  	 -0.105761  	 -0.034880  	 0.008827  	 0.000650  	 2042.501922 	
0.011503  	 -0.090937  	 -0.038565  	 0.011843  	 0.001642  	 1275.099769 	
0.013341  	 -0.072533  	 -0.040069  	 0.014554  	 0.002536  	 788.691720 	
0.015178  	 -0.056982  	 -0.042810  	 0.018087  	 0.003596  	 570.785143 	
0.017016  	 -0.037788  	 -0.042445  	 0.020735  	 0.004474  	 395.739480 	
0.018853  	 -0.018964  	 -0.040732  	 0.023024  	 0.005189  	 288.933511 	
0.020691  	 -0.001337  	 -0.038657  	 0.025237  	 0.005901  	 232.186935 	
0.022528  	 0.014317  	 -0.034179  	 0.025909  	 0.006183  	 181.523892 	
0.024366  	 0.028234  	 -0.030796  	 0.027229  	 0.006601  	 161.968595 	
0.026204  	 0.041212  	 -0.027760  	 0.028879  	 0.007069  	 156.064854 	
0.028041  	 0.049786  	 -0.023061  	 0.028535  	 0.007027  	 135.642856 	
0.029879  	 0.062258  	 -0.020784  	 0.031067  	 0.007672  	 146.436817 	
0.031716  	 0.077124  	 -0.018872  	 0.034781  	 0.008599  	 169.499737 	
0.033554  	 0.087673  	 -0.015647  	 0.036658  	 0.009047  	 175.127526 	
0.035391  	 0.095303  	 -0.012081  	 0.037585  	 0.009261  	 172.092696 	
