0.000257  	 -0.096072  	 -0.011139  	 0.006638  	 0.005451  	 244.281330 	
0.000331  	 -0.108722  	 -0.011415  	 0.007170  	 0.005174  	 239.529115 	
0.000404  	 -0.119040  	 -0.011611  	 0.007334  	 0.005372  	 232.810542 	
0.000478  	 -0.128068  	 -0.012279  	 0.007137  	 0.005698  	 226.807592 	
0.000551  	 -0.135903  	 -0.012981  	 0.007028  	 0.005727  	 220.411097 	
0.000625  	 -0.144536  	 -0.013593  	 0.007235  	 0.005608  	 219.053181 	
0.000698  	 -0.149859  	 -0.013847  	 0.007361  	 0.005441  	 210.048059 	
0.000772  	 -0.156218  	 -0.014354  	 0.007448  	 0.005499  	 206.081310 	
0.000845  	 -0.161123  	 -0.014927  	 0.007381  	 0.005603  	 199.934963 	
0.000919  	 -0.166180  	 -0.015604  	 0.007340  	 0.005680  	 195.503875 	
0.000992  	 -0.169214  	 -0.016064  	 0.007312  	 0.005603  	 187.570799 	
0.001066  	 -0.175023  	 -0.016727  	 0.007498  	 0.005569  	 186.641700 	
0.001213  	 -0.181506  	 -0.017605  	 0.007699  	 0.005455  	 176.242938 	
0.001360  	 -0.188350  	 -0.018819  	 0.007785  	 0.005582  	 169.310599 	
0.001507  	 -0.193448  	 -0.019970  	 0.007856  	 0.005618  	 161.305884 	
0.001654  	 -0.198887  	 -0.021073  	 0.008111  	 0.005563  	 155.445258 	
0.001801  	 -0.202372  	 -0.022013  	 0.008315  	 0.005525  	 147.976887 	
0.001948  	 -0.205111  	 -0.023022  	 0.008422  	 0.005585  	 140.794237 	
0.002095  	 -0.208610  	 -0.024186  	 0.008572  	 0.005670  	 135.684328 	
0.002242  	 -0.211522  	 -0.025244  	 0.008790  	 0.005675  	 130.609882 	
0.002609  	 -0.215030  	 -0.027486  	 0.009291  	 0.005679  	 116.673280 	
0.002977  	 -0.218658  	 -0.029993  	 0.009790  	 0.005834  	 106.524777 	
0.003344  	 -0.220468  	 -0.032194  	 0.010407  	 0.005891  	 97.162317 	
0.003712  	 -0.219155  	 -0.034111  	 0.010831  	 0.006020  	 87.335308 	
0.004079  	 -0.219280  	 -0.036147  	 0.011473  	 0.006111  	 80.331411 	
0.004447  	 -0.219482  	 -0.038266  	 0.012129  	 0.006298  	 74.613799 	
0.005182  	 -0.215993  	 -0.041804  	 0.013389  	 0.006575  	 63.500408 	
0.005917  	 -0.209522  	 -0.044714  	 0.014555  	 0.006883  	 53.780540 	
0.006358  	 -0.208649  	 -0.046986  	 0.015574  	 0.007139  	 50.492959 	
0.007828  	 -0.196270  	 -0.052353  	 0.018493  	 0.007919  	 38.843486 	
0.009298  	 -0.181036  	 -0.056375  	 0.021525  	 0.008720  	 30.267187 	
0.010768  	 -0.164965  	 -0.059475  	 0.024776  	 0.009574  	 24.085105 	
