#Energy
#       1eV     2.5eV   5eV     7.5eV   10eV    15eV    20eV    
69.0000	1.5420	1.3960	1.2070	1.0880	1.0070	0.8892	0.7876
70.0000	1.5520	1.4090	1.2190	1.0960	1.0100	0.8853	0.7793
71.0000	1.5620	1.4230	1.2310	1.1040	1.0140	0.8818	0.7715
72.0000	1.5720	1.4360	1.2440	1.1130	1.0180	0.8787	0.7641
73.0000	1.5830	1.4500	1.2560	1.1210	1.0230	0.8759	0.7571
74.0000	1.5930	1.4630	1.2690	1.1300	1.0270	0.8736	0.7506
75.0000	1.6030	1.4770	1.2810	1.1390	1.0320	0.8715	0.7444
76.0000	1.6130	1.4900	1.2940	1.1480	1.0370	0.8699	0.7387
77.0000	1.6240	1.5040	1.3070	1.1580	1.0430	0.8686	0.7333
78.0000	1.6340	1.5180	1.3200	1.1670	1.0480	0.8676	0.7283
79.0000	1.6440	1.5310	1.3330	1.1770	1.0540	0.8669	0.7236
80.0000	1.6540	1.5450	1.3460	1.1870	1.0600	0.8665	0.7193
81.0000	1.6640	1.5580	1.3590	1.1970	1.0660	0.8664	0.7153
82.0000	1.6740	1.5720	1.3720	1.2070	1.0730	0.8665	0.7117
83.0000	1.6840	1.5850	1.3860	1.2170	1.0790	0.8669	0.7084
84.0000	1.6940	1.5990	1.3990	1.2270	1.0860	0.8676	0.7053
85.0000	1.7040	1.6120	1.4120	1.2380	1.0930	0.8686	0.7026
86.0000	1.7140	1.6260	1.4260	1.2490	1.1000	0.8698	0.7001
87.0000	1.7240	1.6390	1.4390	1.2590	1.1080	0.8713	0.6979
88.0000	1.7330	1.6530	1.4530	1.2700	1.1150	0.8731	0.6960
89.0000	1.7430	1.6660	1.4670	1.2810	1.1230	0.8750	0.6943
90.0000	1.7530	1.6800	1.4800	1.2920	1.1310	0.8772	0.6929
91.0000	1.7620	1.6930	1.4940	1.3030	1.1390	0.8796	0.6917
92.0000	1.7720	1.7060	1.5070	1.3150	1.1470	0.8822	0.6907
93.0000	1.7820	1.7200	1.5210	1.3260	1.1550	0.8849	0.6899
94.0000	1.7910	1.7330	1.5350	1.3370	1.1630	0.8878	0.6894
95.0000	1.8010	1.7460	1.5480	1.3490	1.1720	0.8909	0.6890
96.0000	1.8100	1.7590	1.5620	1.3600	1.1800	0.8941	0.6889
97.0000	1.8190	1.7720	1.5760	1.3720	1.1890	0.8975	0.6889
98.0000	1.8280	1.7850	1.5890	1.3830	1.1980	0.9011	0.6891
99.0000	1.8380	1.7980	1.6030	1.3950	1.2070	0.9048	0.6894
100.0000	1.8470	1.8110	1.6170	1.4170	1.2150	0.9088	0.6899
101.0000	1.8560	1.8240	1.6300	1.4180	1.2250	0.9128	0.6906
